system	doc	doc_id	seg_id	rater	source	target	category	severity
default	moedict_select	39	1		俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，<v>是咧卸世家</v>。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Mistranslation	Major
default	moedict_select	39	2		俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。<v>」</v>過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Mistranslation	Minor
default	moedict_select	39	3		俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能<v>無厝通好轉</v>、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Mistranslation	Major
default	moedict_select	39	4		俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是<v>孤單一个</v>。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛轉來。	Accuracy/Mistranslation	Minor
default	moedict_select	39	5		俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著<v>逐年</v>過年過節攏愛轉來。	Accuracy/Addition	Minor
default	moedict_select	39	6		俗諺說：「清明節不回家祭祖掃墓，會背負背祖忘本之名；而過年不回家的出外人，可能是無家庭觀念或是沒妻小的人。」就算你現在在外頭租的屋子離父母家很遠，逢年過節都得回去。	俗語講：「清明毋轉去拜祖公，是咧卸世家。」過年毋轉去的出外人，有可能無厝通好轉、抑是孤單一个。你這馬佇外位稅的所在離爸母較遠，嘛著逐年過年過節攏愛<v>轉來</v>。	Accuracy/Mistranslation	Major
default	moedict_select	40	0		等到鍋子的溫度夠熱了之後，再把油放下去炒。	<v>鼎</v>熱才落油來煎。	Accuracy/Omission	Minor
default	moedict_select	40	1		等到鍋子的溫度夠熱了之後，再把油放下去炒。	鼎熱才<v>落油</v>來煎。	Terminology/Inappropriate	Minor
default	moedict_select	40	2		等到鍋子的溫度夠熱了之後，再把油放下去炒。	鼎熱才落油<v>來</v>煎。	Style/Awkward	Minor
default	moedict_select	40	3		等到鍋子的溫度夠熱了之後，再把油放下去炒。	鼎熱才落油來<v>煎</v>。	Accuracy/Mistranslation	Major
default	moedict_select	41	0		沒有月光的夜晚走路，有人相陪作伴，膽子就比較大。	無<v>月娘</v>的暗暝行路，有人做伴，心肝頭較袂驚惶。	Terminology/Inappropriate	Minor
default	moedict_select	41	1		沒有月光的夜晚走路，有人相陪作伴，膽子就比較大。	無月娘的暗暝行路，有人做伴，<v>心肝頭較袂驚惶</v>。	Accuracy/Mistranslation	Major
default	moedict_select	42	0		這個孩子才四個月大而已，骨骼就發育得很硬朗，很容易抱。	這个囡仔<v>四月日</v>爾爾，骨格生做真勇，誠好抱。	Accuracy/Mistranslation	Major
default	moedict_select	42	1		這個孩子才四個月大而已，骨骼就發育得很硬朗，很容易抱。	這个囡仔四月日爾爾，<v>骨格生做</v>真勇，誠好抱。	Terminology/Inappropriate	Minor
default	moedict_select	42	2		這個孩子才四個月大而已，骨骼就發育得很硬朗，很容易抱。	這个囡仔四月日爾爾，骨格生做<v>真勇</v>，誠好抱。	Accuracy/Mistranslation	Minor
default	moedict_select	43	0		我的孫子很喜歡糕粿類的食品，甜的、鹹的他都喜歡。	阮孫仔足愛食<v>粿類</v>的物件，甜的、鹹的攏愛食。	Terminology/Inappropriate	Minor
default	moedict_select	43	1		我的孫子很喜歡糕粿類的食品，甜的、鹹的他都喜歡。	阮孫仔足愛食粿類的<v>物件</v>，甜的、鹹的攏愛食。	Terminology/Inappropriate	Minor
default	moedict_select	43	2		我的孫子很喜歡糕粿類的食品，甜的、鹹的他都喜歡。	阮孫仔足愛食粿類的物件，甜的、<v>鹹的</v>攏愛食。	Accuracy/Omission	Minor
default	moedict_select	43	3		我的孫子很喜歡糕粿類的食品，甜的、鹹的他都喜歡。	阮孫仔足愛食粿類的物件，甜的、鹹的攏<v>愛食</v>。	Style/Awkward	Minor
default	moedict_select	44	0		賣這個賣一個賺一個，成本二十五元賣五十元。	賣這个<v>賣一个趁一个</v>，本錢二十五箍賣五十箍。	Style/Awkward	Minor
default	moedict_select	45	0		你沒聽人家說「勤奮耕耘，就會有好的食物，而懶惰者就只能吞口水」嗎？只要肯做就不怕沒東西吃，最怕的是只想吃卻不去工作賺錢，可能就得倚靠他人生活了。	你無聽人講「<v>一粒米百粒汗</v>」、「食飯皇帝大」是毋？只要肯做就免驚無物件通食，上驚的是想欲食毋做工課趁錢，可能著愛靠別人過日矣。	Accuracy/Mistranslation	Major
default	moedict_select	45	1		你沒聽人家說「勤奮耕耘，就會有好的食物，而懶惰者就只能吞口水」嗎？只要肯做就不怕沒東西吃，最怕的是只想吃卻不去工作賺錢，可能就得倚靠他人生活了。	你無聽人講「一粒米百粒汗」、「<v>食飯皇帝大</v>」是毋？只要肯做就免驚無物件通食，上驚的是想欲食毋做工課趁錢，可能著愛靠別人過日矣。	Accuracy/Mistranslation	Major
default	moedict_select	45	2		你沒聽人家說「勤奮耕耘，就會有好的食物，而懶惰者就只能吞口水」嗎？只要肯做就不怕沒東西吃，最怕的是只想吃卻不去工作賺錢，可能就得倚靠他人生活了。	你無聽人講「一粒米百粒汗」、「食飯皇帝大」<v>是毋</v>？只要肯做就免驚無物件通食，上驚的是想欲食毋做工課趁錢，可能著愛靠別人過日矣。	Fluency/Grammar	Minor
default	moedict_select	45	3		你沒聽人家說「勤奮耕耘，就會有好的食物，而懶惰者就只能吞口水」嗎？只要肯做就不怕沒東西吃，最怕的是只想吃卻不去工作賺錢，可能就得倚靠他人生活了。	你無聽人講「一粒米百粒汗」、「食飯皇帝大」是毋？<v>只要</v>肯做就免驚無物件通食，上驚的是想欲食毋做工課趁錢，可能著愛靠別人過日矣。	Purity	Minor
default	moedict_select	45	4		你沒聽人家說「勤奮耕耘，就會有好的食物，而懶惰者就只能吞口水」嗎？只要肯做就不怕沒東西吃，最怕的是只想吃卻不去工作賺錢，可能就得倚靠他人生活了。	你無聽人講「一粒米百粒汗」、「食飯皇帝大」是毋？只要肯做就免驚無物件通食，上驚的是想欲食毋做<v>工課</v>趁錢，可能著愛靠別人過日矣。	Purity	Minor
default	moedict_select	45	5		你沒聽人家說「勤奮耕耘，就會有好的食物，而懶惰者就只能吞口水」嗎？只要肯做就不怕沒東西吃，最怕的是只想吃卻不去工作賺錢，可能就得倚靠他人生活了。	你無聽人講「一粒米百粒汗」、「食飯皇帝大」是毋？只要肯做就免驚無物件通食，上驚的是想欲食毋做工課趁錢，可能著愛<v>靠別人過日</v>矣。	Style/Awkward	Minor
default	moedict_select	46	0		那個被神明附身的乩童，在神明離開後，全身都無力了。	彼个予神明附身過的乩童，神明走了後，規身軀攏無氣力矣。	no-error	no-error
default	moedict_select	47	0		你明天去找看看，有沒有泥水匠可以來修補漏水的地方？	你明仔載去揣看有塗水師會當來共<v>阮</v>厝頂的破空𫝏予伊好無？	Accuracy/Addition	Minor
default	moedict_select	47	1		你明天去找看看，有沒有泥水匠可以來修補漏水的地方？	你明仔載去揣看有塗水師會當來共阮<v>厝頂的破空𫝏</v>予伊好無？	Accuracy/Mistranslation	Major
default	moedict_select	47	2		你明天去找看看，有沒有泥水匠可以來修補漏水的地方？	你明仔載去揣看有塗水師會當來共阮厝頂的破空𫝏<v>予伊好</v>無？	Style/Awkward	Minor
default	moedict_select	48	0		你是一個女孩子家，要留點好形象讓人家日後好來打聽。	你是一个查某囡仔人，著愛留寡<v>媠氣</v>予後日仔通好探聽。	Accuracy/Mistranslation	Major
default	moedict_select	48	1		你是一個女孩子家，要留點好形象讓人家日後好來打聽。	你是一个查某囡仔人，著愛留寡媠氣<v>予</v>後日仔通好探聽。	Accuracy/Omission	Major
default	moedict_select	48	2		你是一個女孩子家，要留點好形象讓人家日後好來打聽。	你是一个查某囡仔人，著愛留寡媠氣予後日仔<v>通好</v>探聽。	Style/Awkward	Minor
default	moedict_select	49	0		那兩個小孩子口中含水互相噴洒，很噁心骯髒呢。	彼兩个囡仔喙內<v>含水</v>相噴，真垃圾。	Purity	Minor
default	moedict_select	49	1		那兩個小孩子口中含水互相噴洒，很噁心骯髒呢。	彼兩个囡仔喙內含水<v>相噴</v>，真垃圾。	Style/Awkward	Minor
default	moedict_select	49	2		那兩個小孩子口中含水互相噴洒，很噁心骯髒呢。	彼兩个囡仔喙內含水相噴，<v>真垃圾</v>。	Accuracy/Omission	Major
default	moedict_select	50	0		你這乳臭未乾的小子，自以為長大了就不肯聽話，我看你是皮癢的樣子。	你這个<v>油雞仔囝</v>，大漢了後煞毋願聽話，我看你是咧起𤺪矣。	Accuracy/Mistranslation	Major
default	moedict_select	50	1		你這乳臭未乾的小子，自以為長大了就不肯聽話，我看你是皮癢的樣子。	你這个油雞仔囝，<v>大漢</v>了後煞毋願聽話，我看你是咧起𤺪矣。	Accuracy/Omission	Minor
default	moedict_select	50	2		你這乳臭未乾的小子，自以為長大了就不肯聽話，我看你是皮癢的樣子。	你這个油雞仔囝，大漢了後煞毋願聽話，我看你是咧<v>起𤺪矣</v>。	Accuracy/Mistranslation	Major
default	moedict_select	51	0		像你這樣好逸惡勞，我看這一輩子都不會有出息了。	親像你這款<v>食好做輕可</v>，我看這世人袂大才情矣。	Style/Awkward	Minor
default	moedict_select	51	1		像你這樣好逸惡勞，我看這一輩子都不會有出息了。	親像你這款食好做輕可，我看這世人<v>袂大才情</v>矣。	Accuracy/Mistranslation	Major
default	moedict_select	52	0		事情若交給那個會帶來厄運的人做，一定會很淒慘。	代誌若交予彼个<v>會𤆬衰的人</v>做，一定會真悽慘。	Style/Awkward	Minor
default	moedict_select	53	0		人家說「吃得快容易打破碗」，你還是要按部就班。	人講：「食緊挵破碗」，你<v>猶是</v>照起工來較穩當。	Terminology/Inappropriate	Minor
default	moedict_select	53	1		人家說「吃得快容易打破碗」，你還是要按部就班。	人講：「食緊挵破碗」，你猶是照起工來<v>較穩當</v>。	Accuracy/Addition	Minor
default	moedict_select	54	0		馬上就要考試了，還一副漫不經心，無所謂的樣子。	隨欲考矣，閣<v>彼號冗剩面</v>，無要緊的款。	Accuracy/Mistranslation	Major
default	moedict_select	55	0		他有一些話保留著，是要留著吵架時拿來駁倒對方。	伊有一寡話留咧<v>是欲</v>予人反駁。	Accuracy/Omission	Minor
default	moedict_select	55	1		他有一些話保留著，是要留著吵架時拿來駁倒對方。	伊有一寡話留咧是欲<v>予人反駁</v>。	Accuracy/Mistranslation	Major
default	moedict_select	56	0		「沒出太陽，不知已過了中午；沒留鬍子，不知人已老邁」，年輕時的理想依然沒有實現，眨眼間我們都已老年將至了。	「無<v>日頭</v>，毋知已經過晝時矣；無留喙鬚，毋知人已經食甲老矣」，少年時的理想猶原無完成，目一下𥍉咱攏老矣。	Style/Awkward	Minor
default	moedict_select	56	1		「沒出太陽，不知已過了中午；沒留鬍子，不知人已老邁」，年輕時的理想依然沒有實現，眨眼間我們都已老年將至了。	「無日頭，毋知<v>已經過晝時矣</v>；無留喙鬚，毋知人已經食甲老矣」，少年時的理想猶原無完成，目一下𥍉咱攏老矣。	Style/Awkward	Minor
default	moedict_select	56	2		「沒出太陽，不知已過了中午；沒留鬍子，不知人已老邁」，年輕時的理想依然沒有實現，眨眼間我們都已老年將至了。	「無日頭，毋知已經過晝時矣；無<v>留喙鬚</v>，毋知人已經食甲老矣」，少年時的理想猶原無完成，目一下𥍉咱攏老矣。	Style/Awkward	Minor
default	moedict_select	56	3		「沒出太陽，不知已過了中午；沒留鬍子，不知人已老邁」，年輕時的理想依然沒有實現，眨眼間我們都已老年將至了。	「無日頭，毋知已經過晝時矣；無留喙鬚，毋知<v>人已經食甲老矣</v>」，少年時的理想猶原無完成，目一下𥍉咱攏老矣。	Terminology/Inappropriate	Minor
default	moedict_select	56	4		「沒出太陽，不知已過了中午；沒留鬍子，不知人已老邁」，年輕時的理想依然沒有實現，眨眼間我們都已老年將至了。	「無日頭，毋知已經過晝時矣；無留喙鬚，毋知人已經食甲老矣」，少年時的理想猶原無<v>完成</v>，目一下𥍉咱攏老矣。	Terminology/Inappropriate	Minor
default	moedict_select	56	5		「沒出太陽，不知已過了中午；沒留鬍子，不知人已老邁」，年輕時的理想依然沒有實現，眨眼間我們都已老年將至了。	「無日頭，毋知已經過晝時矣；無留喙鬚，毋知人已經食甲老矣」，少年時的理想猶原無完成，<v>目一下𥍉</v>咱攏老矣。	Style/Awkward	Minor
default	moedict_select	56	6		「沒出太陽，不知已過了中午；沒留鬍子，不知人已老邁」，年輕時的理想依然沒有實現，眨眼間我們都已老年將至了。	「無日頭，毋知已經過晝時矣；無留喙鬚，毋知人已經食甲老矣」，少年時的理想猶原無完成，目一下𥍉咱<v>攏老矣</v>。	Accuracy/Mistranslation	Minor
default	moedict_select	57	0		他天生就比較粗魯、率直，你不要和他計較。	伊生做<v>粗皮粗皮</v>閣較戇直，你莫佮伊計較。	Style/Awkward	Minor
default	moedict_select	57	1		他天生就比較粗魯、率直，你不要和他計較。	伊生做粗皮粗皮閣較<v>戇直</v>，你莫佮伊計較。	Accuracy/Mistranslation	Minor
default	moedict_select	58	0		「捧著裝神主牌的米斗送葬」是長孫的任務。	「提<v>香爐仔</v>的米甕去送死人」是長孫的工課。	Accuracy/Mistranslation	Major
default	moedict_select	58	1		「捧著裝神主牌的米斗送葬」是長孫的任務。	「提香爐仔的<v>米甕</v>去送死人」是長孫的工課。	Accuracy/Mistranslation	Major
default	moedict_select	58	2		「捧著裝神主牌的米斗送葬」是長孫的任務。	「提香爐仔的米甕<v>去</v>送死人」是長孫的工課。	Accuracy/Addition	Minor
default	moedict_select	58	3		「捧著裝神主牌的米斗送葬」是長孫的任務。	「提香爐仔的米甕去<v>送死人</v>」是長孫的工課。	Accuracy/Mistranslation	Major
default	moedict_select	58	4		「捧著裝神主牌的米斗送葬」是長孫的任務。	「提香爐仔的米甕去送死人」是<v>長孫</v>的工課。	Purity	Minor
default	moedict_select	58	5		「捧著裝神主牌的米斗送葬」是長孫的任務。	「提香爐仔的米甕去送死人」是長孫的<v>工課</v>。	Terminology/Inappropriate	Minor
default	moedict_select	59	0		人生在世要放開心胸，才不會老是覺得煩悶。	<v>人出世</v>著愛放予開，毋通老來咧想東想西。	Accuracy/Mistranslation	Minor
default	moedict_select	59	1		人生在世要放開心胸，才不會老是覺得煩悶。	人出世著愛<v>放予開</v>，毋通老來咧想東想西。	Accuracy/Omission	Minor
default	moedict_select	59	2		人生在世要放開心胸，才不會老是覺得煩悶。	人出世著愛放予開，<v>毋通</v>老來咧想東想西。	Accuracy/Mistranslation	Major
default	moedict_select	59	3		人生在世要放開心胸，才不會老是覺得煩悶。	人出世著愛放予開，毋通<v>老來</v>咧想東想西。	Accuracy/Mistranslation	Major
default	moedict_select	59	4		人生在世要放開心胸，才不會老是覺得煩悶。	人出世著愛放予開，毋通老來咧<v>想東想西</v>。	Accuracy/Mistranslation	Major
default	moedict_select	60	0		有燒香就會得神佛保佑，有吃藥就會有療效。	<v>若</v>有燒香就通保庇咱，若食藥仔就會當醫好病症。	Style/Awkward	Minor
default	moedict_select	60	1		有燒香就會得神佛保佑，有吃藥就會有療效。	若有燒香就<v>通</v>保庇咱，若食藥仔就會當醫好病症。	Style/Awkward	Minor
default	moedict_select	60	2		有燒香就會得神佛保佑，有吃藥就會有療效。	若有燒香就通保庇咱，<v>若</v>食藥仔就會當醫好病症。	Style/Awkward	Minor
default	moedict_select	60	3		有燒香就會得神佛保佑，有吃藥就會有療效。	若有燒香就通保庇咱，若食藥仔就會當<v>醫好病症</v>。	Accuracy/Mistranslation	Major
default	moedict_select	61	0		你很喜歡動來動去咧，難道不可以安靜一下？	你真愛<v>走相逐</v>，敢袂使恬落來？	Accuracy/Mistranslation	Minor
default	moedict_select	61	1		你很喜歡動來動去咧，難道不可以安靜一下？	你真愛走相逐，敢袂使<v>恬落來</v>？	Style/Awkward	Minor
default	moedict_select	62	0		真要命喲，車都要開了，他到現在還不出現。	<v>真害矣呢</v>，車攏欲開出去矣，伊到今猶毋出現。	Accuracy/Mistranslation	Minor
default	moedict_select	62	1		真要命喲，車都要開了，他到現在還不出現。	真害矣呢，車攏欲開<v>出去</v>矣，伊到今猶毋出現。	Accuracy/Addition	Minor
default	moedict_select	62	2		真要命喲，車都要開了，他到現在還不出現。	真害矣呢，車攏欲開出去矣，伊到今猶毋<v>出現</v>。	Purity	Minor
default	moedict_select	63	0		農曆六月的天氣就像火燒山，整天都很悶熱。	<v>舊曆</v>六月天的天氣熱甲若像咧著火，規日攏足𤺪熱的。	Terminology/Inappropriate	Minor
default	moedict_select	63	1		農曆六月的天氣就像火燒山，整天都很悶熱。	舊曆六月天<v>的</v>天氣熱甲若像咧著火，規日攏足𤺪熱的。	Purity	Minor
default	moedict_select	63	2		農曆六月的天氣就像火燒山，整天都很悶熱。	舊曆六月天的天氣<v>熱甲若像咧著火</v>，規日攏足𤺪熱的。	Style/Awkward	Minor
default	moedict_select	63	3		農曆六月的天氣就像火燒山，整天都很悶熱。	舊曆六月天的天氣熱甲若像咧著火，規日攏足<v>𤺪</v>熱的。	Accuracy/Mistranslation	Minor
default	moedict_select	63	4		農曆六月的天氣就像火燒山，整天都很悶熱。	舊曆六月天的天氣熱甲若像咧著火，規日攏足𤺪熱<v>的</v>。	Purity	Minor
default	moedict_select	64	0		小時候要好好學習，長大之後才能有所成就。	細漢著愛<v>好育飼</v>，大漢了後才有出脫。	Accuracy/Mistranslation	Major
default	moedict_select	65	0		你們兩個不要再用言語相激了，不然，等一下又要吵起來了。	恁兩个毋通閣<v>講甲喙角全波矣</v>，若無，等咧欲閣冤起來矣。	Accuracy/Mistranslation	Minor
default	moedict_select	65	1		你們兩個不要再用言語相激了，不然，等一下又要吵起來了。	恁兩个毋通閣講甲喙角全波矣，若無，等咧欲閣<v>冤起來矣</v>。	Style/Awkward	Minor
default	moedict_select	66	0		從我家裡到公司，走路只要一眨眼的時間就可以到了。	對阮兜<v>來去</v>公司行路干焦目睭眨幾下仔爾爾就到矣。	Style/Awkward	Minor
default	moedict_select	66	1		從我家裡到公司，走路只要一眨眼的時間就可以到了。	對阮兜來去公司行路<v>干焦</v>目睭眨幾下仔爾爾就到矣。	Terminology/Inappropriate	Minor
default	moedict_select	66	2		從我家裡到公司，走路只要一眨眼的時間就可以到了。	對阮兜來去公司行路干焦<v>目睭眨幾下仔爾爾</v>就到矣。	Purity	Minor
default	moedict_select	67	0		這個小孩子常說不該說的話，別人比較不愛跟他相處。	這个囡仔不時講<v>毋著喙的話</v>，人較無愛佮伊鬥陣。	Style/Awkward	Minor
default	moedict_select	68	0		你就是命太好了，才會吃飯不知米價，不懂民生疾苦。	你就是<v>命好</v>，才會食飯毋知米價，毋捌民瘼。	Accuracy/Omission	Minor
default	moedict_select	68	1		你就是命太好了，才會吃飯不知米價，不懂民生疾苦。	你就是命好，才會食<v>飯</v>毋知米價，毋捌民瘼。	Style/Awkward	Minor
default	moedict_select	68	2		你就是命太好了，才會吃飯不知米價，不懂民生疾苦。	你就是命好，才會食飯<v>毋知</v>米價，毋捌民瘼。	Style/Awkward	Minor
default	moedict_select	68	3		你就是命太好了，才會吃飯不知米價，不懂民生疾苦。	你就是命好，才會食飯毋知米價，毋捌<v>民瘼</v>。	Terminology/Inappropriate	Minor
default	moedict_select	69	0		地震之後，全家死絕，只剩下他一個孤身無靠的老人。	地動了後，規家<v>伙仔攏無去</v>，賰伊一个老大人孤老無人伴。	Accuracy/Mistranslation	Major
default	moedict_select	69	1		地震之後，全家死絕，只剩下他一個孤身無靠的老人。	地動了後，規家伙仔攏無去，賰伊一个<v>老大人孤老</v>無人伴。	Style/Awkward	Minor
default	moedict_select	70	0		那次讓你僥倖避開了，這次你必須按規矩行事。	彼擺予你<v>僥倖</v>閃過，這擺你著照步來。	Purity	Minor
default	moedict_select	71	0		你要把事情發生的原委詳實的講出來讓我知道。	你愛共代誌的<v>因由</v>詳細仔講予我知影。	Accuracy/Mistranslation	Minor
default	moedict_select	72	0		他忠厚又常常面帶笑容，相處越久越有人緣，讓人越看越中意。	伊<v>忠厚</v>閣不時笑微微，鬥陣愈久愈有人緣，予人看著愈佮意。	Purity	Minor
default	moedict_select	72	1		他忠厚又常常面帶笑容，相處越久越有人緣，讓人越看越中意。	伊忠厚閣<v>不時</v>笑微微，鬥陣愈久愈有人緣，予人看著愈佮意。	Style/Awkward	Minor
default	moedict_select	72	2		他忠厚又常常面帶笑容，相處越久越有人緣，讓人越看越中意。	伊忠厚閣不時<v>笑微微</v>，鬥陣愈久愈有人緣，予人看著愈佮意。	Terminology/Inappropriate	Minor
default	moedict_select	72	3		他忠厚又常常面帶笑容，相處越久越有人緣，讓人越看越中意。	伊忠厚閣不時笑微微，<v>鬥陣</v>愈久愈有人緣，予人看著愈佮意。	Style/Awkward	Minor
default	moedict_select	72	4		他忠厚又常常面帶笑容，相處越久越有人緣，讓人越看越中意。	伊忠厚閣不時笑微微，鬥陣愈久愈有人緣，予人<v>看著愈佮意</v>。	Fluency/Grammar	Minor
default	moedict_select	73	0		俗話說：「三年一次閏月，風水輪流轉。」艱難困苦總有過去的時候，稍微忍耐一下，就會走出霉運了。	俗語講：「三年一閏，好歹照輪。」艱苦<v>過日</v>總是會過去，小可仔忍耐咧，就通脫離衰運矣。	Accuracy/Addition	Minor
default	moedict_select	73	1		俗話說：「三年一次閏月，風水輪流轉。」艱難困苦總有過去的時候，稍微忍耐一下，就會走出霉運了。	俗語講：「三年一閏，好歹照輪。」艱苦過日總是會過去，小可仔忍耐咧，就<v>通脫離衰運</v>矣。	Style/Awkward	Minor
default	moedict_select	74	0		手機明明就擺在桌上，你卻說你找不到，真的是「眼睛大歸大，竟會連這麼顯而易見的東西也看不見」！	手機仔<v>明明</v>就囥佇桌頂，你煞講揣無，真正是「目睭金金看著，毋知通好提來用」啦！	Purity	Minor
default	moedict_select	74	1		手機明明就擺在桌上，你卻說你找不到，真的是「眼睛大歸大，竟會連這麼顯而易見的東西也看不見」！	手機仔明明就<v>囥</v>佇桌頂，你煞講揣無，真正是「目睭金金看著，毋知通好提來用」啦！	Style/Awkward	Minor
default	moedict_select	74	2		手機明明就擺在桌上，你卻說你找不到，真的是「眼睛大歸大，竟會連這麼顯而易見的東西也看不見」！	手機仔明明就囥佇桌頂，你煞<v>講</v>揣無，真正是「目睭金金看著，毋知通好提來用」啦！	Omission	Minor
default	moedict_select	74	3		手機明明就擺在桌上，你卻說你找不到，真的是「眼睛大歸大，竟會連這麼顯而易見的東西也看不見」！	手機仔明明就囥佇桌頂，你煞講揣無，<v>真正</v>是「目睭金金看著，毋知通好提來用」啦！	Purity	Minor
default	moedict_select	74	4		手機明明就擺在桌上，你卻說你找不到，真的是「眼睛大歸大，竟會連這麼顯而易見的東西也看不見」！	手機仔明明就囥佇桌頂，你煞講揣無，真正是「<v>目睭金金看著，毋知通好提來用</v>」啦！	Mistranslation	Major
default	moedict_select	75	0		人活在世上，吃飯最重要，所以我們說：「吃飯的時候跟皇帝一樣大。」	<v>人活咧</v>食穿上要緊，所以咱講：「食飯皇帝大。」	Purity	Minor
default	moedict_select	75	1		人活在世上，吃飯最重要，所以我們說：「吃飯的時候跟皇帝一樣大。」	人活咧食<v>穿</v>上要緊，所以咱講：「食飯皇帝大。」	Accuracy/Addition	Major
default	moedict_select	76	0		在祖先的忌辰祭拜時，咱們得要燃香召請他們來享用酒菜	佇<v>祖公仔</v>生忌咧拜拜的時陣，阮著愛燒香叫伊來食飯	Accuracy/Mistranslation	Major
default	moedict_select	76	1		在祖先的忌辰祭拜時，咱們得要燃香召請他們來享用酒菜	佇祖公仔<v>生忌</v>咧拜拜的時陣，阮著愛燒香叫伊來食飯	Terminology/Inappropriate	Minor
default	moedict_select	76	2		在祖先的忌辰祭拜時，咱們得要燃香召請他們來享用酒菜	佇祖公仔生忌咧拜拜的時陣，<v>阮</v>著愛燒香叫伊來食飯	Accuracy/Mistranslation	Minor
default	moedict_select	76	3		在祖先的忌辰祭拜時，咱們得要燃香召請他們來享用酒菜	佇祖公仔生忌咧拜拜的時陣，阮著愛<v>燒香</v>叫伊來食飯	Terminology/Inappropriate	Minor
default	moedict_select	76	4		在祖先的忌辰祭拜時，咱們得要燃香召請他們來享用酒菜	佇祖公仔生忌咧拜拜的時陣，阮著愛燒香<v>叫</v>伊來食飯	Terminology/Inappropriate	Minor
default	moedict_select	76	5		在祖先的忌辰祭拜時，咱們得要燃香召請他們來享用酒菜	佇祖公仔生忌咧拜拜的時陣，阮著愛燒香叫<v>伊</v>來食飯	Accuracy/Mistranslation	Minor
default	moedict_select	76	6		在祖先的忌辰祭拜時，咱們得要燃香召請他們來享用酒菜	佇祖公仔生忌咧拜拜的時陣，阮著愛燒香叫伊來<v>食飯</v>	Accuracy/Mistranslation	Major
default	moedict_select	77	0		俗話說：「媒人只保證雙方完婚入洞房，不能保證一輩子平順。」婚姻要想甜蜜蜜、夫妻要想白頭偕老，全靠你們自己囉！	俗語講：「媒人<v>干焦會當共人做親情，袂當予人食百二</v>。」婚姻欲好甲按怎，翁仔某著愛好好仔拍拚喔！	Accuracy/Mistranslation	Major
default	moedict_select	77	1		俗話說：「媒人只保證雙方完婚入洞房，不能保證一輩子平順。」婚姻要想甜蜜蜜、夫妻要想白頭偕老，全靠你們自己囉！	俗語講：「媒人干焦會當共人做親情，袂當予人食百二。」婚姻欲<v>好甲按怎</v>，翁仔某著愛好好仔拍拚喔！	Accuracy/Mistranslation	Minor
default	moedict_select	77	2		俗話說：「媒人只保證雙方完婚入洞房，不能保證一輩子平順。」婚姻要想甜蜜蜜、夫妻要想白頭偕老，全靠你們自己囉！	俗語講：「媒人干焦會當共人做親情，袂當予人食百二。」婚姻欲好甲按怎，<v>翁仔某著愛好好仔拍拚喔</v>！	Style/Awkward	Minor
default	moedict_select	78	0		「不能只因懷疑，便將人當賊」，如果沒有證據可以證明，就不能隨意誣賴他人。	「<v>毋通干焦因為臆，就共人講是賊仔</v>」，若無證據會使證明，就毋通凊彩冤枉別人。	Style/Awkward	Minor
default	moedict_select	78	1		「不能只因懷疑，便將人當賊」，如果沒有證據可以證明，就不能隨意誣賴他人。	「毋通干焦因為臆，就共人講是賊仔」，若無證據<v>會使</v>證明，就毋通凊彩冤枉別人。	Terminology/Inappropriate	Minor
default	moedict_select	78	2		「不能只因懷疑，便將人當賊」，如果沒有證據可以證明，就不能隨意誣賴他人。	「毋通干焦因為臆，就共人講是賊仔」，若無證據會使證明，就毋通<v>凊彩冤枉別人</v>。	Style/Awkward	Minor
