system	doc	doc_id	seg_id	rater	source	target	category	severity
default	moedict_select	48	1	rater1	你是一個女孩子家，要留點好形象讓人家日後好來打聽。	你是一个查某囡仔人，著愛留寡<v>媠氣</v>予後日仔通好探聽。	Fluency/Register	Minor
default	moedict_select	48	2	rater1	你是一個女孩子家，要留點好形象讓人家日後好來打聽。	你是一个查某囡仔人，著愛留寡媠氣<v>予</v>後日仔通好探聽。	Accuracy/Omission	Minor
default	moedict_select	48	3	rater1	你是一個女孩子家，要留點好形象讓人家日後好來打聽。	你是一个查某囡仔人，著愛<v>留寡媠氣予後日仔通好探聽</v>。	Purity/None	Minor
default	moedict_select	49	0	rater1	那兩個小孩子口中含水互相噴洒，很噁心骯髒呢。	彼兩个囡仔<v>喙內含水相噴</v>，真垃圾。	Other/None	Minor
default	moedict_select	49	1	rater1	那兩個小孩子口中含水互相噴洒，很噁心骯髒呢。	彼兩个囡仔喙內含水相噴，<v>真垃圾</v>。	Accuracy/Omission	Minor
default	moedict_select	50	0	rater1	你這乳臭未乾的小子，自以為長大了就不肯聽話，我看你是皮癢的樣子。	你這个油雞仔囝，大漢了後煞毋願聽話，我看你是咧起𤺪矣。	Non-translated	Critical
default	moedict_select	51	0	rater1	像你這樣好逸惡勞，我看這一輩子都不會有出息了。	親像你這款<v>食好做輕可</v>，我看這世人袂大才情矣。	Accuracy/Mistranslation	Major
default	moedict_select	51	1	rater1	像你這樣好逸惡勞，我看這一輩子都不會有出息了。	親像你這款食好做輕可，我看這世人<v>袂大才情</v>矣。	Accuracy/Mistranslation	Major
default	moedict_select	52	0	rater1	事情若交給那個會帶來厄運的人做，一定會很淒慘。	代誌若交予彼个會<v>𤆬衰</v>的人做，一定會真悽慘。	Accuracy/Other	Minor
default	moedict_select	52	1	rater1	事情若交給那個會帶來厄運的人做，一定會很淒慘。	代誌若交予彼个會𤆬衰的人做，<v>一定</v>會真悽慘。	Other/None	Minor
default	moedict_select	53	0	rater1	人家說「吃得快容易打破碗」，你還是要按部就班。	人講：「食緊挵破碗」，你猶是照起工來較穩當。	no-error	no-error
default	moedict_select	54	0	rater1	馬上就要考試了，還一副漫不經心，無所謂的樣子。	<v>隨</v>欲考矣，閣彼號冗剩面，無要緊的款。	Fluency/Register	Minor
default	moedict_select	54	1	rater1	馬上就要考試了，還一副漫不經心，無所謂的樣子。	隨欲<v>考</v>矣，閣彼號冗剩面，無要緊的款。	Fluency/Register	Minor
default	moedict_select	54	2	rater1	馬上就要考試了，還一副漫不經心，無所謂的樣子。	隨欲考矣，閣彼號<v>冗剩面</v>，無要緊的款。	Purity/None	Major
default	moedict_select	54	3	rater1	馬上就要考試了，還一副漫不經心，無所謂的樣子。	隨欲考矣，閣彼號冗剩面，<v>無要緊</v>的款。	Fluency/Register	Minor
default	moedict_select	55	0	rater1	他有一些話保留著，是要留著吵架時拿來駁倒對方。	伊有一寡話<v>留</v>咧是欲予人反駁。	Purity/None	Minor
default	moedict_select	55	1	rater1	他有一些話保留著，是要留著吵架時拿來駁倒對方。	伊有一寡話留咧是欲<v>予人反駁</v>。	Accuracy/Mistranslation	Major
default	moedict_select	56	0	rater1	「沒出太陽，不知已過了中午；沒留鬍子，不知人已老邁」，年輕時的理想依然沒有實現，眨眼間我們都已老年將至了。	<v>「無日頭，毋知已經過晝時矣；無留喙鬚，毋知人已經食甲老矣」</v>，少年時的理想猶原無完成，目一下𥍉咱攏老矣。	Purity/None	Minor
default	moedict_select	56	1	rater1	「沒出太陽，不知已過了中午；沒留鬍子，不知人已老邁」，年輕時的理想依然沒有實現，眨眼間我們都已老年將至了。	「無日頭，毋知已經過晝時矣；無留喙鬚，毋知人已經食甲老矣」，少年時的理想猶原無完成，目一下𥍉咱攏<v>老</v>矣。	Purity/None	Minor
default	moedict_select	57	0	rater1	他天生就比較粗魯、率直，你不要和他計較。	伊<v>生做</v>粗皮粗皮閣較戇直，你莫佮伊計較。	Accuracy/Mistranslation	Major
default	moedict_select	57	1	rater1	他天生就比較粗魯、率直，你不要和他計較。	伊生做<v>粗皮粗皮</v>閣較戇直，你莫佮伊計較。	Accuracy/Mistranslation	Major
default	moedict_select	57	2	rater1	他天生就比較粗魯、率直，你不要和他計較。	伊生做粗皮粗皮閣較<v>戇直</v>，你莫佮伊計較。	Accuracy/Addition	Minor
default	moedict_select	58	0	rater1	「捧著裝神主牌的米斗送葬」是長孫的任務。	「<v>提香爐仔的米甕去送死人</v>」是長孫的工課。	Accuracy/Mistranslation	Major
default	moedict_select	58	1	rater1	「捧著裝神主牌的米斗送葬」是長孫的任務。	「提香爐仔的米甕去送死人」是長孫的<v>工課</v>。	Fluency/Register	Minor
default	moedict_select	59	0	rater1	人生在世要放開心胸，才不會老是覺得煩悶。	人出世著愛放予開，毋通老來咧想東想西。	Non-translated	Critical
default	moedict_select	60	0	rater1	有燒香就會得神佛保佑，有吃藥就會有療效。	若有燒香就通保庇咱，若食藥仔就會當醫好病症。	Non-translated	Critical
default	moedict_select	61	0	rater1	你很喜歡動來動去咧，難道不可以安靜一下？	你真愛<v>走相逐</v>，敢袂使恬落來？	Accuracy/Mistranslation	Major
default	moedict_select	61	1	rater1	你很喜歡動來動去咧，難道不可以安靜一下？	你真愛走相逐，敢袂使<v>恬落來</v>？	Other/None	Minor
default	moedict_select	62	0	rater1	真要命喲，車都要開了，他到現在還不出現。	<v>真害</v>矣呢，車攏欲開出去矣，伊到今猶毋出現。	Accuracy/Mistranslation	Minor
default	moedict_select	62	1	rater1	真要命喲，車都要開了，他到現在還不出現。	真害<v>矣</v>呢，車攏欲開出去矣，伊到今猶毋出現。	Accuracy/Addition	Minor
default	moedict_select	62	2	rater1	真要命喲，車都要開了，他到現在還不出現。	真害矣<v>呢</v>，車攏欲開出去矣，伊到今猶毋出現。	Fluency/Register	Minor
default	moedict_select	62	3	rater1	真要命喲，車都要開了，他到現在還不出現。	真害矣呢，車攏欲開<v>出去</v>矣，伊到今猶毋出現。	Accuracy/Addition	Major
default	moedict_select	63	0	rater1	農曆六月的天氣就像火燒山，整天都很悶熱。	舊曆六月天的天氣熱甲若像<v>咧著火</v>，規日攏足𤺪熱的。	Accuracy/Other	Minor
default	moedict_select	63	1	rater1	農曆六月的天氣就像火燒山，整天都很悶熱。	舊曆六月天的天氣熱甲若像咧著火，規日攏足<v>𤺪熱</v>的。	Purity/None	Major
default	moedict_select	64	0	rater1	小時候要好好學習，長大之後才能有所成就。	細漢著愛<v>好</v>育飼，大漢了後才有出脫。	Accuracy/Mistranslation	Major
default	moedict_select	64	1	rater1	小時候要好好學習，長大之後才能有所成就。	細漢著愛好<v>育飼</v>，大漢了後才有出脫。	Accuracy/Mistranslation	Major
default	moedict_select	65	0	rater1	你們兩個不要再用言語相激了，不然，等一下又要吵起來了。	恁兩个毋通閣<v>講甲喙角全波</v>矣，若無，等咧欲閣冤起來矣。	Accuracy/Mistranslation	Major
default	moedict_select	65	1	rater1	你們兩個不要再用言語相激了，不然，等一下又要吵起來了。	恁兩个毋通閣講甲喙角全波矣，若無，等咧欲閣<v>冤起來</v>矣。	Purity/None	Minor
default	moedict_select	66	0	rater1	從我家裡到公司，走路只要一眨眼的時間就可以到了。	對阮兜來去公司行路<v>干焦目睭眨幾下仔爾爾</v>就到矣。	Style/Other	Minor
default	moedict_select	67	0	rater1	這個小孩子常說不該說的話，別人比較不愛跟他相處。	這个囡仔<v>不時講毋著喙的話</v>，人較無愛佮伊鬥陣。	Style/Other	Minor
default	moedict_select	68	0	rater1	你就是命太好了，才會吃飯不知米價，不懂民生疾苦。	你就是<v>命好</v>，才會食飯毋知米價，毋捌民瘼。	Purity/None	Major
default	moedict_select	68	1	rater1	你就是命太好了，才會吃飯不知米價，不懂民生疾苦。	你就是命好，才會<v>食飯毋知米價</v>，毋捌民瘼。	Purity/None	Minor
default	moedict_select	68	2	rater1	你就是命太好了，才會吃飯不知米價，不懂民生疾苦。	你就是命好，才會食飯毋知米價<v>，毋捌民瘼。</v>	Accuracy/Addition	Minor
default	moedict_select	69	0	rater1	地震之後，全家死絕，只剩下他一個孤身無靠的老人。	地動了後，規家伙仔攏無去，賰伊一个老大人孤老無人伴。	no-error	no-error
default	moedict_select	70	0	rater1	那次讓你僥倖避開了，這次你必須按規矩行事。	彼擺予你<v>僥倖</v>閃過，這擺你著照步來。	Purity/	Major
default	moedict_select	71	0	rater1	你要把事情發生的原委詳實的講出來讓我知道。	你愛共代誌的因由詳細仔講予我知影。	no-error	no-error
default	moedict_select	72	0	rater1	他忠厚又常常面帶笑容，相處越久越有人緣，讓人越看越中意。	伊<v>忠厚閣不時笑微微</v>，鬥陣愈久愈有人緣，予人看著愈佮意。	Fluency/Other	Minor
default	moedict_select	72	1	rater1	他忠厚又常常面帶笑容，相處越久越有人緣，讓人越看越中意。	伊忠厚閣不時笑微微，<v>鬥陣愈久愈有人緣，予人看著愈佮意</v>。	Fluency/Other	Minor
default	moedict_select	73	0	rater1	俗話說：「三年一次閏月，風水輪流轉。」艱難困苦總有過去的時候，稍微忍耐一下，就會走出霉運了。	俗語講：「三年一閏，好歹照輪。」艱苦<v>過日</v>總是會過去，小可仔忍耐咧，就通脫離衰運矣。	Accuracy/Addition	Minor
default	moedict_select	73	1	rater1	俗話說：「三年一次閏月，風水輪流轉。」艱難困苦總有過去的時候，稍微忍耐一下，就會走出霉運了。	俗語講：「三年一閏，好歹照輪。」艱苦過日總是會過去，<v>小可仔忍耐咧</v>，就通脫離衰運矣。	Fluency/Other	Minor
default	moedict_select	73	2	rater1	俗話說：「三年一次閏月，風水輪流轉。」艱難困苦總有過去的時候，稍微忍耐一下，就會走出霉運了。	俗語講：「三年一閏，好歹照輪。」艱苦過日總是會過去，小可仔忍耐咧，<v>就通脫離衰運矣</v>。	Style/Other	Minor
default	moedict_select	74	0	rater1	手機明明就擺在桌上，你卻說你找不到，真的是「眼睛大歸大，竟會連這麼顯而易見的東西也看不見」！	手機仔明明就囥佇桌頂，你煞講揣無，真正是<v>「目睭金金看著，毋知通好提來用」</v>啦！	Locale/Other	Minor
default	moedict_select	74	1	rater1	手機明明就擺在桌上，你卻說你找不到，真的是「眼睛大歸大，竟會連這麼顯而易見的東西也看不見」！	手機仔明明就囥佇桌頂，你煞講揣無，真正是「目睭金金看著，毋知通好提來用」<v>啦</v>！	Accuracy/Addition	Minor
default	moedict_select	75	0	rater1	人活在世上，吃飯最重要，所以我們說：「吃飯的時候跟皇帝一樣大。」	<v>人活咧</v>食穿上要緊，所以咱講：「食飯皇帝大。」	Fluency/Register	Minor
default	moedict_select	75	1	rater1	人活在世上，吃飯最重要，所以我們說：「吃飯的時候跟皇帝一樣大。」	人活咧<v>食穿</v>上要緊，所以咱講：「食飯皇帝大。」	Accuracy/Addition	Minor
default	moedict_select	76	0	rater1	在祖先的忌辰祭拜時，咱們得要燃香召請他們來享用酒菜	<v>佇祖公仔生忌咧拜拜的時陣</v>，阮著愛燒香叫伊來食飯	Locale/Other	Minor
default	moedict_select	76	1	rater1	在祖先的忌辰祭拜時，咱們得要燃香召請他們來享用酒菜	佇祖公仔生忌咧拜拜的時陣，阮著愛燒香<v>叫伊</v>來食飯	Accuracy/Mistranslation	Major
default	moedict_select	77	0	rater1	俗話說：「媒人只保證雙方完婚入洞房，不能保證一輩子平順。」婚姻要想甜蜜蜜、夫妻要想白頭偕老，全靠你們自己囉！	俗語講：「<v>媒人干焦會當共人做親情，袂當予人食百二</v>。」婚姻欲好甲按怎，翁仔某著愛好好仔拍拚喔！	Accuracy/Mistranslation	Major
default	moedict_select	77	1	rater1	俗話說：「媒人只保證雙方完婚入洞房，不能保證一輩子平順。」婚姻要想甜蜜蜜、夫妻要想白頭偕老，全靠你們自己囉！	俗語講：「媒人干焦會當共人做親情，袂當予人食百二。」婚姻<v>欲好甲按怎，</v>翁仔某著愛好好仔拍拚喔！	Accuracy/Mistranslation	Minor
default	moedict_select	77	2	rater1	俗話說：「媒人只保證雙方完婚入洞房，不能保證一輩子平順。」婚姻要想甜蜜蜜、夫妻要想白頭偕老，全靠你們自己囉！	俗語講：「媒人干焦會當共人做親情，袂當予人食百二。」婚姻欲好甲按怎，翁仔某<v>著愛好好仔拍拚喔！</v>	Accuracy/Mistranslation	Major
default	moedict_select	78	0	rater1	「不能只因懷疑，便將人當賊」，如果沒有證據可以證明，就不能隨意誣賴他人。	「<v>毋通干焦因為臆，就共人講是賊仔</v>」，若無證據會使證明，就毋通凊彩冤枉別人。	Locale/Other	Minor
default	moedict_select	78	1	rater1	「不能只因懷疑，便將人當賊」，如果沒有證據可以證明，就不能隨意誣賴他人。	「毋通干焦因為臆，就共人講是賊仔」，若無證據會使證明，就毋通凊彩<v>冤枉</v>別人。	Accuracy/Mistranslation	Minor
default	moedict_select	79	0	rater1	人們說：「天上的天公，人世間的舅舅都是最尊貴的。」對你舅舅要尊重一點，以後你娶老婆的時候還需要仰賴他來坐上位，才可以開席呢。	人講：「<v>天的天公，地的地基，人的爸母。</v>」對咱阿舅愛有禮貌一下，日後你娶某欲坐大位的時，猶閣愛靠伊共你鬥扶挺咧。	Accuracy/Mistranslation	Major
default	moedict_select	79	1	rater1	人們說：「天上的天公，人世間的舅舅都是最尊貴的。」對你舅舅要尊重一點，以後你娶老婆的時候還需要仰賴他來坐上位，才可以開席呢。	人講：「天的天公，地的地基，人的爸母。」對<v>咱</v>阿舅愛有禮貌一下，日後你娶某欲坐大位的時，猶閣愛靠伊共你鬥扶挺咧。	Accuracy/Mistranslation	Major
default	moedict_select	79	2	rater1	人們說：「天上的天公，人世間的舅舅都是最尊貴的。」對你舅舅要尊重一點，以後你娶老婆的時候還需要仰賴他來坐上位，才可以開席呢。	人講：「天的天公，地的地基，人的爸母。」對咱阿舅<v>愛有禮貌一下</v>，日後你娶某欲坐大位的時，猶閣愛靠伊共你鬥扶挺咧。	Accuracy/Mistranslation	Major
default	moedict_select	79	3	rater1	人們說：「天上的天公，人世間的舅舅都是最尊貴的。」對你舅舅要尊重一點，以後你娶老婆的時候還需要仰賴他來坐上位，才可以開席呢。	人講：「天的天公，地的地基，人的爸母。」對咱阿舅愛有禮貌一下，日後你娶某<v>欲坐大位</v>的時，猶閣愛靠伊共你鬥扶挺咧。	Accuracy/Omission	Major
default	moedict_select	79	4	rater1	人們說：「天上的天公，人世間的舅舅都是最尊貴的。」對你舅舅要尊重一點，以後你娶老婆的時候還需要仰賴他來坐上位，才可以開席呢。	人講：「天的天公，地的地基，人的爸母。」對咱阿舅愛有禮貌一下，日後你娶某欲坐大位的時，<v>猶閣愛靠伊共你鬥扶挺咧</v>。	Accuracy/Mistranslation	Major
default	moedict_select	80	0	rater1	若是每個人都能稍微忍耐一下，就會天下太平了。	「若逐个人<v>會當</v>小可仔吞忍咧，就世界太平矣。」	Accuracy/Omission	Minor
default	moedict_select	80	1	rater1	若是每個人都能稍微忍耐一下，就會天下太平了。	「若逐个人會當小可仔吞忍咧，就<v>世界</v>太平矣。」	Accuracy/Mistranslation	Minor
default	moedict_select	81	0	rater1	番薯放一陣子，水分少一點以後，吃起來比較甜。	番薯<v>囥一站仔，水份減寡</v>了後，食著較甘甜。	Locale/Other	Minor
default	moedict_select	82	0	rater1	媽媽氣得說不出話來，只是一直捶打自己的胸膛。	阿母氣甲<v>袂講得</v>，干焦一直共家己拍心肝仔。	Accuracy/Mistranslation	Major
default	moedict_select	82	1	rater1	媽媽氣得說不出話來，只是一直捶打自己的胸膛。	阿母氣甲袂講得，干焦<v>一直共家己拍心肝仔</v>。	Purity/	Major
default	moedict_select	82	2	rater1	媽媽氣得說不出話來，只是一直捶打自己的胸膛。	阿母氣甲袂講得，干焦一直共家己拍<v>心肝仔</v>。	Accuracy/Mistranslation	Major
default	moedict_select	83	0	rater1	以前的人說：「戲台上的演員演得汗流浹背，戲台下的觀眾批評得口沫橫飛。」反正做事總是不能符合眾人的意思，想做就認真做，不用怕別人批評。	古早人講：「<v>舞台頂的演員搬甲流汗，台跤的人罵甲喙角全波。</v>」總是有做袂到眾人的意思，若欲做就認真去做，免驚別人嫌。	Locale/Other	Minor
default	moedict_select	83	1	rater1	以前的人說：「戲台上的演員演得汗流浹背，戲台下的觀眾批評得口沫橫飛。」反正做事總是不能符合眾人的意思，想做就認真做，不用怕別人批評。	古早人講：「舞台頂的演員搬甲流汗，台跤的人罵甲喙角全波。」總是<v>有做袂到眾人的意思</v>，若欲做就認真去做，免驚別人嫌。	Locale/Other	Minor
default	moedict_select	84	0	rater1	他是一個跟人家爭論就不認輸，跟人家打賭又不曾贏的人。	伊是一个佮人相諍毋認輸、佮人<v>拍牌仔</v>閣無捌贏過的人。	Accuracy/Mistranslation	Major
default	moedict_select	84	1	rater1	他是一個跟人家爭論就不認輸，跟人家打賭又不曾贏的人。	伊是一个佮人相諍毋認輸、佮人拍牌仔閣無捌贏<v>過</v>的人。	Accuracy/Other	Minor
default	moedict_select	85	0	rater1	即使是住在隔壁的親家，必要的禮節還是要遵守，這樣會使得人跟人的關係更親切也更緊密。	<v>就算是蹛佇隔壁的親情，基本的禮數嘛著愛有</v>，按呢才會當予人佮人的感情較好咧。	Locale/Other	Minor
default	moedict_select	85	1	rater1	即使是住在隔壁的親家，必要的禮節還是要遵守，這樣會使得人跟人的關係更親切也更緊密。	就算是蹛佇隔壁的親情，基本的禮數嘛著愛有，按呢才會當<v>予人佮人的感情較好咧</v>。	Accuracy/Omission	Minor
default	moedict_select	86	0	rater1	現在賺錢不容易又加上武漢疫情，不過「若像田螺含水度過寒冬日，等待時機」，認真打拼，總有翻身的一天。	這馬<v>趁錢真僫</v>閣加武漢疫情，毋過「親像田蛤仔含水過寒冬日，等時機」，認真拍拚，總嘛會翻身一工。	Fluency/Grammar	Minor
default	moedict_select	86	1	rater1	現在賺錢不容易又加上武漢疫情，不過「若像田螺含水度過寒冬日，等待時機」，認真打拼，總有翻身的一天。	這馬趁錢真僫閣加武漢疫情，毋過「<v>親像田蛤仔含水過寒冬日，等時機</v>」，認真拍拚，總嘛會翻身一工。	Locale/Other	Minor
default	moedict_select	86	2	rater1	現在賺錢不容易又加上武漢疫情，不過「若像田螺含水度過寒冬日，等待時機」，認真打拼，總有翻身的一天。	這馬趁錢真僫閣加武漢疫情，毋過「親像田蛤仔含水過寒冬日，等時機」，認真拍拚，總<v>嘛會</v>翻身一工。	Accuracy/Addition	Minor
default	moedict_select	86	3	rater1	現在賺錢不容易又加上武漢疫情，不過「若像田螺含水度過寒冬日，等待時機」，認真打拼，總有翻身的一天。	這馬趁錢真僫閣加武漢疫情，毋過「親像田蛤仔含水過寒冬日，等時機」，認真拍拚，總嘛會<v>翻身</v>一工。	Purity/None	Major
default	moedict_select	87	0	rater1	政府或父母管得愈嚴格，人民或小孩就更會感到厭惡，容易搞鬼耍花招，難怪人家說：「過於嚴苛的官府，小偷反而更加猖狂；父母管教過嚴，小孩越是不成材。」	政府抑是序大人若較嚴格咧管，人抑是囡仔就會感覺<v>伊足厭𤺪</v>，𠢕變鬼變怪，莫怪人講：「管傷嚴的官府，賊仔顛倒較猖狂；管教傷嚴的爸母，囡仔攏袂成器。」	Accuracy/Mistranslation	Major
default	moedict_select	87	1	rater1	政府或父母管得愈嚴格，人民或小孩就更會感到厭惡，容易搞鬼耍花招，難怪人家說：「過於嚴苛的官府，小偷反而更加猖狂；父母管教過嚴，小孩越是不成材。」	政府抑是序大人若較嚴格咧管，人抑是囡仔就會感覺伊足厭𤺪，𠢕變鬼變怪，莫怪人講：「管傷嚴的官府，賊仔顛倒較<v>猖狂</v>；管教傷嚴的爸母，囡仔攏袂成器。」	Fluency/Register	Minor
default	moedict_select	87	2	rater1	政府或父母管得愈嚴格，人民或小孩就更會感到厭惡，容易搞鬼耍花招，難怪人家說：「過於嚴苛的官府，小偷反而更加猖狂；父母管教過嚴，小孩越是不成材。」	政府抑是序大人若較嚴格咧管，人抑是囡仔就會感覺伊足厭𤺪，𠢕變鬼變怪，莫怪人講：「管傷嚴的官府，賊仔顛倒較猖狂；管教傷嚴的爸母，囡仔<v>攏袂成器</v>。」	Purity/None	Major
default	moedict_select	87	3	rater1	政府或父母管得愈嚴格，人民或小孩就更會感到厭惡，容易搞鬼耍花招，難怪人家說：「過於嚴苛的官府，小偷反而更加猖狂；父母管教過嚴，小孩越是不成材。」	政府抑是序大人若較嚴格咧管，人抑是囡仔就會感覺伊足厭𤺪，𠢕變鬼變怪，莫怪人講：「<v>管傷嚴的官府，賊仔顛倒較猖狂；管教傷嚴的爸母，囡仔攏袂成器</v>。」	Locale/Other	Minor
default	moedict_select	88	0	rater1	以前的人最痛恨人家當小偷，因為「雖然只偷一回，但是世世代代都是小偷的族類」，偷別人的東西是會讓無辜的後代子孫蒙羞。	較早人<v>上驚</v>人做賊仔，因為「雖罔一擺偷提，後日囝孫攏會做賊仔」，偷人的物件是會予後代的囝孫見笑。	Accuracy/Mistranslation	Major
default	moedict_select	88	1	rater1	以前的人最痛恨人家當小偷，因為「雖然只偷一回，但是世世代代都是小偷的族類」，偷別人的東西是會讓無辜的後代子孫蒙羞。	較早人上驚人做賊仔，因為「<v>雖罔一擺偷提，後日囝孫攏會做賊仔</v>」，偷人的物件是會予後代的囝孫見笑。	Locale/Other	Minor
default	moedict_select	88	2	rater1	以前的人最痛恨人家當小偷，因為「雖然只偷一回，但是世世代代都是小偷的族類」，偷別人的東西是會讓無辜的後代子孫蒙羞。	較早人上驚人做賊仔，因為「雖罔一擺偷提，後日囝孫攏會做賊仔」，偷人的物件是會<v>予後代的囝孫見笑</v>。	Locale/Other	Minor
default	moedict_select	89	0	rater1	生病的人還不知道要禁忌一些食物，你實在真糟糕。	破病的人<v>毋知影</v>欲禁一寡物件食，你實在有夠䆀。	Accuracy/Omission	Minor
default	moedict_select	89	1	rater1	生病的人還不知道要禁忌一些食物，你實在真糟糕。	破病的人毋知影欲<v>禁一寡物件食</v>，你實在有夠䆀。	Locale/Other	Minor
default	moedict_select	89	2	rater1	生病的人還不知道要禁忌一些食物，你實在真糟糕。	破病的人毋知影欲禁一寡物件食，你實在有夠<v>䆀</v>。	Accuracy/Mistranslation	Major
default	moedict_select	90	0	rater1	我們公司的員工已經足夠，沒打算再雇用其他人了。	阮公司的<v>人</v>已經夠額矣，無欲閣倩人矣。	Accuracy/Mistranslation	Minor
default	moedict_select	91	0	rater1	牽罟只要靠到繩索便能分到好處，懷孕的人分雙份。	掠魚<v>干焦</v>倚著索仔就會分著魚獲，有身的人會當分兩份。	Fluency/Register	Minor
default	moedict_select	91	1	rater1	牽罟只要靠到繩索便能分到好處，懷孕的人分雙份。	<v>掠魚</v>干焦倚著索仔就會分著魚獲，有身的人會當分兩份。	Purity/None	Major
default	moedict_select	91	2	rater1	牽罟只要靠到繩索便能分到好處，懷孕的人分雙份。	<v>掠魚干焦倚著索仔就會分著魚獲，有身的人會當分兩份</v>。	Locale/Other	Minor
default	moedict_select	92	0	rater1	流行性感冒已經蔓延擴大了，你們大家要預先防備。	流行感冒已經<v>湠甲規四界矣</v>，恁逐家著愛提早預防。	Accuracy/Mistranslation	Major
default	moedict_select	93	0	rater1	說要拿一些舊衣物給我，到現在還是一點兒也沒有。	伊講欲提一寡舊衫<v>仔褲</v>予我，到今猶原無影無跡。	Accuracy/Addition	Minor
default	moedict_select	93	1	rater1	說要拿一些舊衣物給我，到現在還是一點兒也沒有。	伊講欲提一寡舊衫仔褲予我，到今猶原<v>無影無跡</v>。	Accuracy/Mistranslation	Major
default	moedict_select	93	2	rater1	說要拿一些舊衣物給我，到現在還是一點兒也沒有。	<v>伊</v>講欲提一寡舊衫仔褲予我，到今猶原無影無跡。	Accuracy/Addition	Minor
default	moedict_select	94	0	rater1	突然來了一陣午後雷陣雨，大伙兒一下子無處可逃。	雄雄<v>落來</v>一陣西北雨，逐家攏走無路。	Fluency/Grammar	Minor
default	moedict_select	94	1	rater1	突然來了一陣午後雷陣雨，大伙兒一下子無處可逃。	雄雄落來一陣西北雨，逐家<v>攏</v>走無路。	Accuracy/Omission	Minor
default	moedict_select	95	0	rater1	他的親戚裡頭有一個當大官的，說話都會將別人壓得死死的。	伊的親情內底有一个做大官的，講話攏共人<v>㧣甲仆街</v>。	Purity/None	Major
default	moedict_select	95	1	rater1	他的親戚裡頭有一個當大官的，說話都會將別人壓得死死的。	伊的親情內底有一个<v>做大官的</v>，講話攏共人㧣甲仆街。	Locale/Other	Minor
default	moedict_select	96	0	rater1	你昨天晚上是去當小偷是不是？不然，為什麼精神會這麼差？	你昨暝是去<v>共人偷提物件</v>無？若無，哪會精神遮爾䆀？	Locale/Other	Minor
default	moedict_select	96	1	rater1	你昨天晚上是去當小偷是不是？不然，為什麼精神會這麼差？	你昨暝是去共人偷提物件<v>無</v>？若無，哪會精神遮爾䆀？	Accuracy/Mistranslation	Major
default	moedict_select	97	0	rater1	人家說：「第三個女兒運好而坐享清福」，難怪你這麼好命。	人講：「<v>三查某好命，一个較贏過九个大。</v>」無奇怪你遮爾好命。	Accuracy/Mistranslation	Major
default	moedict_select	97	1	rater1	人家說：「第三個女兒運好而坐享清福」，難怪你這麼好命。	人講：「三查某好命，一个較贏過九个大。」<v>無奇怪</v>你遮爾好命。	Accuracy/Mistranslation	Major
default	moedict_select	98	0	rater1	你若不是一個真正財務健全的人，休想跟他的會做他的會員。	你若毋是一个真有財力的人，莫想欲<v>入</v>伊的會仔。	Fluency/Register	Minor
default	moedict_select	98	1	rater1	你若不是一個真正財務健全的人，休想跟他的會做他的會員。	你若毋是一个<v>真有財力</v>的人，莫想欲入伊的會仔。	Locale/Other	Minor
default	moedict_select	99	0	rater1	他如今會被抓去坐牢，誰會不知道就是你多方教唆帶頭使壞才造成的。	伊今仔日予人掠去關，<v>啥人知影毋是</v>你四界教唆𤆬頭的才造成--ê。	Accuracy/Mistranslation	Major
default	moedict_select	100	0	rater1	俗語說：「上山就要觀察山勢而行，入門要看人家的心意而行。」我們若去拜訪人家，就要觀察主人的心意，人家如果正在忙碌，或是想要休息，就應該告辭。	俗語講：「欲𬦰山著愛看山勢，入厝門著愛看人意。」咱若欲去<v>探訪人客</v>，著愛看主人的心情，人客若是咧無閒抑是想欲歇睏，就愛相辭。	Accuracy/Mistranslation	Major
default	moedict_select	100	1	rater1	俗語說：「上山就要觀察山勢而行，入門要看人家的心意而行。」我們若去拜訪人家，就要觀察主人的心意，人家如果正在忙碌，或是想要休息，就應該告辭。	俗語講：「欲𬦰山著愛看山勢，入厝門著愛看人意。」咱若欲去探訪人客，著愛看主人的心情，<v>人客</v>若是咧無閒抑是想欲歇睏，就愛相辭。	Accuracy/Mistranslation	Major
default	moedict_select	100	2	rater1	俗語說：「上山就要觀察山勢而行，入門要看人家的心意而行。」我們若去拜訪人家，就要觀察主人的心意，人家如果正在忙碌，或是想要休息，就應該告辭。	俗語講：「<v>欲𬦰山著愛看山勢，入厝門著愛看人意</v>。」咱若欲去探訪人客，著愛看主人的心情，人客若是咧無閒抑是想欲歇睏，就愛相辭。	Locale/Other	Minor
default	moedict_select	101	0	rater1	你是一個壞榜樣，專門在教壞所有的小孩子。	你這个<v>歹模樣</v>，專門佇教歹所有的囡仔。	Locale/Other	Minor
default	moedict_select	101	1	rater1	你是一個壞榜樣，專門在教壞所有的小孩子。	你這个歹模樣，專門<v>佇</v>教歹所有的囡仔。	Fluency/Grammar	Major
default	moedict_select	101	2	rater1	你是一個壞榜樣，專門在教壞所有的小孩子。	你這个歹模樣，專門佇<v>教歹所有的囡仔</v>。	Locale/Other	Minor
default	moedict_select	102	0	rater1	人如果上了年紀，身體就會開始有很多毛病。	人若食老，身軀就真𠢕<v>起毛䆀</v>。	Accuracy/Mistranslation	Major
